Category Tree,CategoryID
/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Ignition Systems & Components/Other Ignition Systems & Components,46101
/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Interior Parts & Accessories/Cargo Covers,174084
"/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Interior Parts & Accessories/Center, Overhead Consoles & Parts",262187
/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Interior Parts & Accessories/Dash Panels & Glove Boxes,262190
/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Interior Parts & Accessories/Door Panels,33696
"/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Interior Parts & Accessories/Floor Mats, Carpets & Cargo Liners",33697
/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Interior Parts & Accessories/Gauges,33672
/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Interior Parts & Accessories/Handbrake & Shift Boots,174079
/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Interior Parts & Accessories/Headliners & Parts,174080
/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Interior Parts & Accessories/Interior Hardware & Clips,262193
/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Interior Parts & Accessories/Interior Locks & Lock Hardware,262194
/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Interior Parts & Accessories/Interior Safety,262195
/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Interior Parts & Accessories/Mobility & Adaptive Driving Controls,262197
/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Interior Parts & Accessories/Parking Brake Levers,174078
"/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Interior Parts & Accessories/Pedal Assemblies, Pads & Parts",33700
/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Interior Parts & Accessories/Power Outlets & Lighters,262198
/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Interior Parts & Accessories/Rear View Mirrors,33699
"/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Interior Parts & Accessories/Seats, Parts & Accessories",262199
/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Interior Parts & Accessories/Shift Knobs,174077
/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Interior Parts & Accessories/Steering Wheels & Horn Buttons,33704
/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Interior Parts & Accessories/Steering Wheel Covers,180120
/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Interior Parts & Accessories/Storage & Organizers,262202
/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Interior Parts & Accessories/Sun & Privacy Shades,262204
/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Interior Parts & Accessories/Sun Visors,46102
/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Interior Parts & Accessories/Switches & Controls,50459
/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Interior Parts & Accessories/Trim,33705
"/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Interior Parts & Accessories/Window Cranks, Grab Handles & Door Pulls",179848
/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Interior Parts & Accessories/Window Motors & Regulators,33706
/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Interior Parts & Accessories/Other Interior Parts & Accessories,9887
/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Lighting & Lamps/Center & Third Brake Light Assemblies,262205
/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Lighting & Lamps/Daytime Running Lights,262206
/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Lighting & Lamps/Fog Light Assemblies,33709
/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Lighting & Lamps/Headlight Assemblies,33710
/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Lighting & Lamps/Headlight Ballasts & Igniters,262207
/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Lighting & Lamps/Interior Light Assemblies,33712
/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Lighting & Lamps/License Plate Light Assemblies,262208
/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Lighting & Lamps/Light Bulbs & LEDs,172517
/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Lighting & Lamps/Light Mounts & Brackets,262209
/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Lighting & Lamps/Park & Combination Light Assemblies,33708
/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Lighting & Lamps/Reflectors,174062
/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Lighting & Lamps/Side Marker Light Assemblies,33715
"/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Lighting & Lamps/Sockets, Connectors & Wiring",262210
/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Lighting & Lamps/Tail Light Assemblies,33716
/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Lighting & Lamps/Turn Signal Light Assemblies,33717
/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Lighting & Lamps/Accessory Lighting,262212
/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Lighting & Lamps/Other Lighting & Lamps,174065
/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Racks & Cargo Carriers/Anchors,262216
/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Racks & Cargo Carriers/Bike Racks,173830
/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Racks & Cargo Carriers/Cargo Bars,262217
"/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Racks & Cargo Carriers/Cargo Boxes, Bags & Baskets",121984
/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Racks & Cargo Carriers/Roof Racks & Cross Bars,33651
/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Racks & Cargo Carriers/Ski & Snowboard Racks,79067
/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Racks & Cargo Carriers/Straps & Tie-Downs,173831
/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Racks & Cargo Carriers/Watersport Racks,262218
/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Racks & Cargo Carriers/Roof Rack Accessories,262219
/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Racks & Cargo Carriers/Other Racks & Cargo Carriers,262220
"/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Starters, Alternators, ECUs & Wiring/Alternators & Generators",177697
"/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Starters, Alternators, ECUs & Wiring/Alternator & Generator Parts",177698
"/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Starters, Alternators, ECUs & Wiring/Batteries",179846
"/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Starters, Alternators, ECUs & Wiring/Battery Accessories",33575
"/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Starters, Alternators, ECUs & Wiring/ECUs & Computer Modules",33596
"/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Starters, Alternators, ECUs & Wiring/Fuses & Fuse Boxes",262221
"/eBay Motors/Parts & Accessories/Car & Truck Parts & Accessories/Starters, Alternators, ECUs & Wiring/Relays",262222
